universidad,grado,grupo,nota,año,convocatoria
Universidad Rey Juan Carlos,Economia,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Economia Financiera y Actuarial,Grupo 1,10.378,2025,ordinaria
Universidad Rey Juan Carlos,Economia,Grupo 1,10.378,2025,ordinaria
Universidad Rey Juan Carlos,Economia Financiera y Actuarial,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Economia,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Educacion Infantil,Grupo 1,11.961,2025,ordinaria
Universidad Rey Juan Carlos,Educacion Primaria,Grupo 1,11.961,2025,ordinaria
Universidad Rey Juan Carlos,Educacion Infantil,Grupo 2,8.71,2025,ordinaria
Universidad Rey Juan Carlos,Educacion Primaria,Grupo 2,8.71,2025,ordinaria
Universidad Rey Juan Carlos,Filosofia,Grupo 1,5.000,2025,ordinaria
Universidad Rey Juan Carlos,Ciencia Politica y Gestion Publica,Grupo 1,5.000,2025,ordinaria
Universidad Rey Juan Carlos,Filosofia,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ciencia Politica y Gestion Publica,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Filosofia,Grupo 1,5.000,2025,ordinaria
Universidad Rey Juan Carlos,Economia,Grupo 1,5.000,2025,ordinaria
Universidad Rey Juan Carlos,Filosofia,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Economia,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Fundamentos de la Arquitectura,Grupo 1,10.185,2025,ordinaria
Universidad Rey Juan Carlos,Paisajismo,Grupo 1,10.185,2025,ordinaria
Universidad Rey Juan Carlos,Fundamentos de la Arquitectura,Grupo 2,8.61,2025,ordinaria
Universidad Rey Juan Carlos,Paisajismo,Grupo 2,8.61,2025,ordinaria
Universidad Rey Juan Carlos,Historia,Grupo 1,5.000,2025,ordinaria
Universidad Rey Juan Carlos,Turismo,Grupo 1,5.000,2025,ordinaria
Universidad Rey Juan Carlos,Historia,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Turismo,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Historia,Grupo 1,5.000,2025,ordinaria
Universidad Rey Juan Carlos,Turismo,Grupo 1,5.000,2025,ordinaria
Universidad Rey Juan Carlos,Historia,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Turismo,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Ambiental,Grupo 1,9.903,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria en Organizacion Industrial,Grupo 1,9.903,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Ambiental,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria en Organizacion Industrial,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria de la Energia,Grupo 1,10.373,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Ambiental,Grupo 1,10.373,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria de la Energia,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Ambiental,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria de la Energia,Grupo 1,10.814,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria en Organizacion Industrial,Grupo 1,10.814,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria de la Energia,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria en Organizacion Industrial,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria de Materiales,Grupo 1,9.914,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria de la Energia,Grupo 1,9.914,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria de Materiales,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria de la Energia,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria de Materiales,Grupo 1,10.478,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria en Organizacion Industrial,Grupo 1,10.478,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria de Materiales,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria en Organizacion Industrial,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria del Software,Grupo 1,12.604,2025,ordinaria
Universidad Rey Juan Carlos,Matematicas,Grupo 1,12.604,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria del Software,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Matematicas,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria en Tecnologia de Telecomunicacion,Grupo 1,12.089,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Aeroespacial,Grupo 1,12.089,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria en Tecnologia de Telecomunicacion,Grupo 2,7.09,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Aeroespacial,Grupo 2,7.09,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Informatica,Grupo 1,11.678,2025,ordinaria
Universidad Rey Juan Carlos,Ade,Grupo 1,11.678,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Informatica,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ade,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Informatica,Grupo 1,9.849,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria de Computadores,Grupo 1,9.849,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Informatica,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria de Computadores,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Informatica,Grupo 1,11.323,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria del Software,Grupo 1,11.323,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Informatica,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria del Software,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Informatica,Grupo 1,13.089,2025,ordinaria
Universidad Rey Juan Carlos,Matematicas,Grupo 1,13.089,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Informatica,Grupo 2,7.12,2025,ordinaria
Universidad Rey Juan Carlos,Matematicas,Grupo 2,7.12,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Informatica,Grupo 1,10.589,2025,ordinaria
Universidad Rey Juan Carlos,Administracion y Direccion de Empresas,Grupo 1,10.589,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Informatica,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Administracion y Direccion de Empresas,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Quimica,Grupo 1,11.103,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria en Organizacion Industrial,Grupo 1,11.103,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Quimica,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria en Organizacion Industrial,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Quimica,Grupo 1,10.439,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Ambiental,Grupo 1,10.439,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Quimica,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Ambiental,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Quimica,Grupo 1,10.825,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria de la Energia,Grupo 1,10.825,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Quimica,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria de la Energia,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Periodismo,Grupo 1,8.936,2025,ordinaria
Universidad Rey Juan Carlos,Comunicacion Audiovisual,Grupo 1,8.936,2025,ordinaria
Universidad Rey Juan Carlos,Periodismo,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Comunicacion Audiovisual,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Periodismo,Grupo 1,8.553,2025,ordinaria
Universidad Rey Juan Carlos,Comunicacion Audiovisual,Grupo 1,8.553,2025,ordinaria
Universidad Rey Juan Carlos,Periodismo,Grupo 2,7.36,2025,ordinaria
Universidad Rey Juan Carlos,Comunicacion Audiovisual,Grupo 2,7.36,2025,ordinaria
Universidad Rey Juan Carlos,Publicidad y Relaciones Publicas,Grupo 1,10.046,2025,ordinaria
Universidad Rey Juan Carlos,Ade,Grupo 1,10.046,2025,ordinaria
Universidad Rey Juan Carlos,Publicidad y Relaciones Publicas,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ade,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Publicidad y Relaciones Publicas,Grupo 1,12.329,2025,ordinaria
Universidad Rey Juan Carlos,Marketing,Grupo 1,12.329,2025,ordinaria
Universidad Rey Juan Carlos,Publicidad y Relaciones Publicas,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Marketing,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Relaciones Internacionales,Grupo 1,12.267,2025,ordinaria
Universidad Rey Juan Carlos,Ciencia Politica y Gestion Publica,Grupo 1,12.267,2025,ordinaria
Universidad Rey Juan Carlos,Relaciones Internacionales,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ciencia Politica y Gestion Publica,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Relaciones Internacionales,Grupo 1,11.492,2025,ordinaria
Universidad Rey Juan Carlos,Economia,Grupo 1,11.492,2025,ordinaria
Universidad Rey Juan Carlos,Relaciones Internacionales,Grupo 2,6.86,2025,ordinaria
Universidad Rey Juan Carlos,Economia,Grupo 2,6.86,2025,ordinaria
Universidad Rey Juan Carlos,Relaciones Internacionales,Grupo 1,12.216,2025,ordinaria
Universidad Rey Juan Carlos,Periodismo,Grupo 1,12.216,2025,ordinaria
Universidad Rey Juan Carlos,Relaciones Internacionales,Grupo 2,6.80,2025,ordinaria
Universidad Rey Juan Carlos,Periodismo,Grupo 2,6.80,2025,ordinaria
Universidad Rey Juan Carlos,Relaciones Internacionales,Grupo 1,12.369,2025,ordinaria
Universidad Rey Juan Carlos,"Protocolo, Organizacion de Eventos y Comunicacion Corporativa",Grupo 1,12.369,2025,ordinaria
Universidad Rey Juan Carlos,Relaciones Internacionales,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,"Protocolo, Organizacion de Eventos y Comunicacion Corporativa",Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Relaciones Laborales y Rr.Hh,Grupo 1,8.760,2025,ordinaria
Universidad Rey Juan Carlos,Trabajo Social,Grupo 1,8.760,2025,ordinaria
Universidad Rey Juan Carlos,Relaciones Laborales y Rr.Hh,Grupo 2,6.16,2025,ordinaria
Universidad Rey Juan Carlos,Trabajo Social,Grupo 2,6.16,2025,ordinaria
Universidad Rey Juan Carlos,Turismo,Grupo 1,5.000,2025,ordinaria
Universidad Rey Juan Carlos,Administracion y Direccion de Empresas,Grupo 1,5.000,2025,ordinaria
Universidad Rey Juan Carlos,Turismo,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Administracion y Direccion de Empresas,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Turismo,Grupo 1,7.653,2025,ordinaria
Universidad Rey Juan Carlos,Administracion y Direccion de Empresas,Grupo 1,7.653,2025,ordinaria
Universidad Rey Juan Carlos,Turismo,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Administracion y Direccion de Empresas,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Turismo,Grupo 1,10.177,2025,ordinaria
Universidad Rey Juan Carlos,Marketing,Grupo 1,10.177,2025,ordinaria
Universidad Rey Juan Carlos,Turismo,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Marketing,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Turismo,Grupo 1,9.289,2025,ordinaria
Universidad Rey Juan Carlos,Marketing,Grupo 1,9.289,2025,ordinaria
Universidad Rey Juan Carlos,Turismo,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Marketing,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Artes Escenicas,Grupo 1,5.000,2025,ordinaria
Universidad Rey Juan Carlos,Interpretacion Audiovisual,Grupo 1,5.000,2025,ordinaria
Universidad Rey Juan Carlos,Artes Escenicas,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Interpretacion Audiovisual,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Artes Escenicas E Interpretacion Audiovisual,Grupo 1,5.000,2025,ordinaria
Universidad Rey Juan Carlos,Artes Escenicas E Interpretacion Audiovisual,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Bellas Artes,Grupo 1,5.000,2025,ordinaria
Universidad Rey Juan Carlos,Bellas Artes,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Cinematografia,Grupo 1,5.000,2025,ordinaria
Universidad Rey Juan Carlos,Cinematografia,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Cinematografia,Grupo 1,5.000,2025,ordinaria
Universidad Rey Juan Carlos,Cinematografia,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Composicion Musical,Grupo 1,5.000,2025,ordinaria
Universidad Rey Juan Carlos,Composicion Musical,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Composicion Musical,Grupo 1,5.000,2025,ordinaria
Universidad Rey Juan Carlos,Composicion Musical,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Fotografia y Creacion Audiovisual,Grupo 1,5.000,2025,ordinaria
Universidad Rey Juan Carlos,Fotografia y Creacion Audiovisual,Grupo 2,5.00,2025,ordinaria
